15:56:21: newinfo
18:21:49: Calculating kernel matrix, time elapse: 0.431seconds
18:23:46: Decomposing movements and ethograms, time elapse: 117.67seconds
18:23:59: Decomposing completed, time elapse: 503.3seconds
18:30:56: Decomposing poses, time elapse: 396.574seconds
18:30:56: Calculating kernel matrix, time elapse: 0.472seconds
18:33:13: Decomposing movements and ethograms, time elapse: 136.955seconds
18:33:27: Decomposing completed, time elapse: 547.639seconds
18:40:25: Decomposing poses, time elapse: 394.678seconds
18:40:25: Calculating kernel matrix, time elapse: 0.325seconds
18:40:59: Decomposing movements and ethograms, time elapse: 34.468seconds
18:41:12: Decomposing completed, time elapse: 442.227seconds
18:48:14: Decomposing poses, time elapse: 404.76seconds
18:48:15: Calculating kernel matrix, time elapse: 0.861seconds
18:52:21: Decomposing movements and ethograms, time elapse: 246.228seconds
18:52:37: Decomposing completed, time elapse: 667.675seconds
18:59:50: Decomposing poses, time elapse: 395.791seconds
18:59:50: Calculating kernel matrix, time elapse: 0.63seconds
19:02:26: Decomposing movements and ethograms, time elapse: 155.298seconds
19:02:41: Decomposing completed, time elapse: 566.814seconds
19:09:43: Decomposing poses, time elapse: 392.627seconds
19:09:43: Calculating kernel matrix, time elapse: 0.515seconds
19:12:13: Decomposing movements and ethograms, time elapse: 149.249seconds
19:12:27: Decomposing completed, time elapse: 556.58seconds
19:19:21: Decomposing poses, time elapse: 389.564seconds
19:19:22: Calculating kernel matrix, time elapse: 0.52seconds
19:21:43: Decomposing movements and ethograms, time elapse: 140.886seconds
19:21:56: Decomposing completed, time elapse: 544.915seconds
19:28:28: Decomposing poses, time elapse: 365.988seconds
19:28:29: Calculating kernel matrix, time elapse: 0.519seconds
19:30:53: Decomposing movements and ethograms, time elapse: 144.201seconds
19:31:06: Decomposing completed, time elapse: 524.126seconds
19:38:02: Decomposing poses, time elapse: 391.635seconds
19:38:03: Calculating kernel matrix, time elapse: 0.647seconds
19:41:10: Decomposing movements and ethograms, time elapse: 186.533seconds
19:41:25: Decomposing completed, time elapse: 593.862seconds
19:48:41: Decomposing poses, time elapse: 404.681seconds
19:48:41: Calculating kernel matrix, time elapse: 0.898seconds
19:52:59: Decomposing movements and ethograms, time elapse: 257.105seconds
19:53:15: Decomposing completed, time elapse: 678.907seconds
20:00:11: Decomposing poses, time elapse: 377.209seconds
20:00:12: Calculating kernel matrix, time elapse: 0.581seconds
20:02:39: Decomposing movements and ethograms, time elapse: 147.187seconds
20:02:53: Decomposing completed, time elapse: 538.622seconds
20:09:41: Decomposing poses, time elapse: 382.846seconds
20:09:42: Calculating kernel matrix, time elapse: 0.712seconds
20:13:14: Decomposing movements and ethograms, time elapse: 212.862seconds
20:13:29: Decomposing completed, time elapse: 611.499seconds
18:16:40: Decomposing poses, time elapse: 379.784seconds
18:16:41: Calculating kernel matrix, time elapse: 0.526seconds
18:19:01: Decomposing movements and ethograms, time elapse: 139.954seconds
18:19:17: Decomposing completed, time elapse: 536.331seconds
18:25:59: Decomposing poses, time elapse: 376.996seconds
18:26:00: Calculating kernel matrix, time elapse: 0.804seconds
18:29:38: Decomposing movements and ethograms, time elapse: 217.315seconds
18:29:55: Decomposing completed, time elapse: 613.035seconds
18:36:51: Decomposing poses, time elapse: 376.254seconds
18:36:51: Calculating kernel matrix, time elapse: 0.785seconds
18:40:34: Decomposing movements and ethograms, time elapse: 222.717seconds
18:40:52: Decomposing completed, time elapse: 617.586seconds
18:47:51: Decomposing poses, time elapse: 380.844seconds
18:47:52: Calculating kernel matrix, time elapse: 0.689seconds
18:50:48: Decomposing movements and ethograms, time elapse: 175.788seconds
18:51:04: Decomposing completed, time elapse: 573.261seconds
18:57:55: Decomposing poses, time elapse: 376.614seconds
18:57:56: Calculating kernel matrix, time elapse: 0.862seconds
19:02:01: Decomposing movements and ethograms, time elapse: 244.347seconds
19:02:17: Decomposing completed, time elapse: 637.964seconds
19:09:13: Decomposing poses, time elapse: 373.239seconds
19:09:14: Calculating kernel matrix, time elapse: 0.505seconds
19:11:42: Decomposing movements and ethograms, time elapse: 148.522seconds
19:11:57: Decomposing completed, time elapse: 536.549seconds
19:18:31: Decomposing poses, time elapse: 367.76seconds
19:18:32: Calculating kernel matrix, time elapse: 0.468seconds
19:20:39: Decomposing movements and ethograms, time elapse: 126.924seconds
19:20:53: Decomposing completed, time elapse: 509.637seconds
19:27:39: Decomposing poses, time elapse: 380.581seconds
19:27:39: Calculating kernel matrix, time elapse: 0.779seconds
19:31:32: Decomposing movements and ethograms, time elapse: 232.755seconds
19:31:48: Decomposing completed, time elapse: 630.501seconds
19:38:57: Decomposing poses, time elapse: 387.726seconds
19:38:58: Calculating kernel matrix, time elapse: 0.799seconds
19:42:44: Decomposing movements and ethograms, time elapse: 225.897seconds
19:43:01: Decomposing completed, time elapse: 632.293seconds
19:49:57: Decomposing poses, time elapse: 376.201seconds
19:49:58: Calculating kernel matrix, time elapse: 0.756seconds
19:53:35: Decomposing movements and ethograms, time elapse: 217.465seconds
19:53:54: Decomposing completed, time elapse: 613.037seconds
20:01:03: Decomposing poses, time elapse: 390.206seconds
20:01:04: Calculating kernel matrix, time elapse: 0.915seconds
20:05:32: Decomposing movements and ethograms, time elapse: 268.323seconds
20:05:49: Decomposing completed, time elapse: 676.195seconds
20:12:34: Decomposing poses, time elapse: 358.972seconds
20:12:34: Calculating kernel matrix, time elapse: 0.394seconds
20:14:25: Decomposing movements and ethograms, time elapse: 110.592seconds
20:14:37: Decomposing completed, time elapse: 482.452seconds
20:21:12: Decomposing poses, time elapse: 374.395seconds
20:21:12: Calculating kernel matrix, time elapse: 0.588seconds
20:24:02: Decomposing movements and ethograms, time elapse: 170.028seconds
20:24:20: Decomposing completed, time elapse: 562.075seconds
20:31:02: Decomposing poses, time elapse: 371.311seconds
20:31:03: Calculating kernel matrix, time elapse: 0.589seconds
20:33:53: Decomposing movements and ethograms, time elapse: 169.559seconds
20:34:07: Decomposing completed, time elapse: 556.064seconds
20:41:26: Decomposing poses, time elapse: 406.789seconds
20:41:26: Calculating kernel matrix, time elapse: 0.634seconds
20:42:36: Decomposing movements and ethograms, time elapse: 69.208seconds
20:42:54: Decomposing completed, time elapse: 495.503seconds
20:50:00: Decomposing poses, time elapse: 391.408seconds
20:50:01: Calculating kernel matrix, time elapse: 0.926seconds
20:54:37: Decomposing movements and ethograms, time elapse: 275.757seconds
20:54:56: Decomposing completed, time elapse: 687.065seconds
21:01:39: Decomposing poses, time elapse: 357.228seconds
21:01:40: Calculating kernel matrix, time elapse: 0.592seconds
21:04:26: Decomposing movements and ethograms, time elapse: 166.092seconds
21:04:41: Decomposing completed, time elapse: 539.292seconds
21:11:39: Decomposing poses, time elapse: 385.202seconds
21:11:39: Calculating kernel matrix, time elapse: 0.806seconds
21:15:31: Decomposing movements and ethograms, time elapse: 231.878seconds
21:15:48: Decomposing completed, time elapse: 634.44seconds
21:22:42: Decomposing poses, time elapse: 374.081seconds
21:22:42: Calculating kernel matrix, time elapse: 0.647seconds
21:25:40: Decomposing movements and ethograms, time elapse: 177.485seconds
21:25:54: Decomposing completed, time elapse: 566.595seconds
21:33:12: Decomposing poses, time elapse: 404.309seconds
21:33:12: Calculating kernel matrix, time elapse: 0.795seconds
21:37:09: Decomposing movements and ethograms, time elapse: 236.242seconds
21:37:25: Decomposing completed, time elapse: 658.132seconds
21:44:27: Decomposing poses, time elapse: 381.808seconds
21:44:27: Calculating kernel matrix, time elapse: 0.6seconds
21:47:24: Decomposing movements and ethograms, time elapse: 176.495seconds
21:47:39: Decomposing completed, time elapse: 573.79seconds
21:54:21: Decomposing poses, time elapse: 373.964seconds
21:54:22: Calculating kernel matrix, time elapse: 0.71seconds
21:57:43: Decomposing movements and ethograms, time elapse: 201.399seconds
21:57:58: Decomposing completed, time elapse: 591.41seconds
22:04:38: Decomposing poses, time elapse: 367.392seconds
22:04:38: Calculating kernel matrix, time elapse: 0.554seconds
22:07:17: Decomposing movements and ethograms, time elapse: 158.082seconds
22:07:32: Decomposing completed, time elapse: 541.535seconds
22:14:01: Decomposing poses, time elapse: 362.665seconds
22:14:01: Calculating kernel matrix, time elapse: 0.487seconds
22:16:23: Decomposing movements and ethograms, time elapse: 141.382seconds
22:16:38: Decomposing completed, time elapse: 519.835seconds
22:23:02: Decomposing poses, time elapse: 360.013seconds
22:23:02: Calculating kernel matrix, time elapse: 0.478seconds
22:25:18: Decomposing movements and ethograms, time elapse: 136.074seconds
22:25:31: Decomposing completed, time elapse: 509.837seconds
10:18:53: Decomposing poses, time elapse: 115.8126seconds
10:18:54: Calculating kernel matrix, time elapse: 1.588seconds
10:23:45: Decomposing movements and ethograms, time elapse: 290.8416seconds
10:30:14: Decomposing poses, time elapse: 112.12seconds
10:30:16: Calculating kernel matrix, time elapse: 1.4766seconds
10:34:52: Decomposing movements and ethograms, time elapse: 276.5178seconds
11:21:42: Decomposing poses, time elapse: 426.621seconds
11:21:42: Calculating kernel matrix, time elapse: 0.633seconds
11:25:05: Decomposing movements and ethograms, time elapse: 202.42seconds
11:25:22: Decomposing completed, time elapse: 647.37seconds
11:33:01: Decomposing poses, time elapse: 430.825seconds
11:33:02: Calculating kernel matrix, time elapse: 0.597seconds
11:36:24: Decomposing movements and ethograms, time elapse: 202.311seconds
11:36:41: Decomposing completed, time elapse: 650.359seconds
10:38:40: Decomposing poses, time elapse: 83.026seconds
10:39:07: Calculating kernel matrix, time elapse: 0.804seconds
10:40:08: Calculating kernel matrix, time elapse: 0.809seconds
10:47:30: Decomposing poses, time elapse: 77.541seconds
10:48:34: Calculating kernel matrix, time elapse: 0.81seconds
10:52:39: Decomposing movements and ethograms, time elapse: 218.005seconds
10:54:18: Decomposing completed, time elapse: 490.334seconds
14:50:42: Decomposing poses, time elapse: 79.658seconds
14:50:43: Calculating kernel matrix, time elapse: 0.801seconds
14:54:17: Decomposing movements and ethograms, time elapse: 214.612seconds
17:58:25: Decomposing poses, time elapse: 80.333seconds
17:58:26: Calculating kernel matrix, time elapse: 0.828seconds
18:02:03: Decomposing movements and ethograms, time elapse: 216.261seconds
18:18:51: Decomposing poses, time elapse: 80.216seconds
18:19:04: Calculating kernel matrix, time elapse: 0.798seconds
18:23:00: Decomposing movements and ethograms, time elapse: 230.235seconds
18:39:22: Decomposing movements and ethograms, time elapse: 215.909seconds
20:44:44: Decomposing movements and ethograms, time elapse: 216.741seconds
20:49:29: Decomposing poses, time elapse: 78.279seconds
20:49:30: Calculating kernel matrix, time elapse: 0.802seconds
20:53:04: Decomposing movements and ethograms, time elapse: 214.041seconds
20:53:16: Decomposing completed, time elapse: 305.288seconds
